0	6.484163648
1	6.251116172
2	6.774146602
3	6.00470488
4	6.693749037
5	6.323876061
6	6.417221936
7	6.531159277
8	6.223031782
9	6.31971091
10	6.900852788
11	6.161490902
12	6.867447724
13	6.095060742
14	6.916017233
15	6.22217673
16	6.587532928
17	6.275790589
18	6.809284004
19	6.37578524
20	6.571613963
21	6.198978939
22	6.475685582
23	6.811707826
24	6.036738068
25	6.753095137
26	6.55817795
27	6.600210797
28	6.232608684
29	6.727495579
30	6.531785198
31	6.292037632
32	6.76639345
33	6.62075834
34	6.226225258
35	6.688708565
36	6.809330566
37	6.252181208
38	6.473882139
39	6.900664514
40	6.989823246
41	6.467449478
42	6.424480526
43	6.975496524
44	6.158173627
45	6.532336955
46	6.535766174
47	6.072469733
48	6.547653341
49	6.956457259
50	6.474034766
51	7.083460505
52	6.68960923
53	7.124553629
54	7.340501285
55	7.005039852
56	7.087080711
57	7.72996457
58	7.946773909
59	7.324474332
60	8.23132791
61	8.203853094
62	8.86740212
63	8.551362449
64	8.826604289
65	9.391410278
66	9.421642384
67	8.740888433
68	9.532512816
69	9.698336525
70	8.946622974
71	9.799572786
72	9.304584197
73	9.24859737
74	8.628949649
75	9.077827376
76	8.532537188
77	8.037342983
78	8.422007101
79	8.216133489
80	8.263013687
81	7.729508122
82	7.068862833
83	7.18857574
84	6.988572852
85	6.929836893
86	7.339862572
87	6.461354318
88	6.949683524
89	6.500106583
90	6.273839859
91	6.901875338
92	6.476766712
93	6.413061798
94	6.459736429
95	6.962914109
96	6.296822293
97	6.624825751
98	6.828954489
99	6.996557711
100	6.517113082
101	6.741179924
102	6.138119479
103	6.536342243
104	6.718077879
105	6.360538913
106	6.146513593
107	6.546072882
108	6.062984572
109	6.231952261
110	6.363825062
111	6.735936662
112	6.209343279
113	6.657804453
114	6.711681883
115	6.934265414
116	6.089080032
117	6.291468515
118	6.405285518
119	6.94669576
120	6.899556596
121	6.723702986
122	6.382124439
123	6.250005735
124	6.672175907
125	6.114740561
126	6.422608237
127	6.917021915
128	6.705549329
129	6.632560509
130	6.617827982
